"Domain","URL","Branch","Agency","Redirect","Uses HTTPS","Enforces HTTPS","Strict Transport Security (HSTS)","Preloaded (recommended)","SSL Labs Grade"
"18f.gov","https://www.18f.gov","executive","General Services Administration","Yes","Yes","Yes","Yes","Yes",""
"9-11commission.gov","https://9-11commission.gov","executive","National Archives and Records Administration","No","Yes","Yes","No","",""
"911.gov","http://www.911.gov","executive","Department of Transportation","No","Yes","No","No","",""
"911commission.gov","http://www.911commission.gov","executive","National Archives and Records Administration","Yes","No","","","",""
"aapi.gov","http://www.aapi.gov","executive","Department of Education","Yes","No","","","",""
"abandonedmines.gov","http://www.abandonedmines.gov","executive","Department of the Interior","No","No","","","",""
"abilityone.gov","http://abilityone.gov","executive","Comm for People Who Are Blind/Severly Disabled","No","No","","","",""
"abmc.gov","https://abmc.gov","executive","American Battle Monuments Commission","No","Yes","Yes","No","",""
"access-board.gov","https://www.access-board.gov","executive","U. S. Access Board","No","Yes","Yes","No","",""
"acf.gov","http://www.acf.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"achp.gov","http://achp.gov","executive","Advisory Council on Historic Preservation","No","No","","","",""
"acl.gov","http://acl.gov","executive","Department of Health And Human Services","No","Yes","No","No","",""
"acquisition.gov","https://www.acquisition.gov","executive","General Services Administration","No","Yes","Yes","Yes","",""
"acus.gov","https://www.acus.gov","executive","Administrative Conference of the United States","No","Yes","Yes","Yes","Yes",""
"acwi.gov","http://acwi.gov","executive","Department of the Interior","No","No","","","",""
"ada.gov","https://www.ada.gov","executive","Department of Justice","No","Yes","Yes","Yes","Ready",""
"adf.gov","http://adf.gov","executive","African Development Foundation","No","No","","","",""
"adlnet.gov","https://www.adlnet.gov","executive","Department of Defense","No","Yes","Yes","No","",""
"admongo.gov","https://www.admongo.gov","executive","Federal Trade Commission","No","Yes","Yes","No","",""
"adr.gov","https://www.adr.gov","executive","Department of Justice","No","Yes","Yes","Yes","Ready",""
"afadvantage.gov","https://afadvantage.gov","executive","General Services Administration","No","Yes","Yes","No","",""
"aff.gov","http://www.aff.gov","executive","Department of Agriculture","No","Yes","No","No","",""
"afrh.gov","https://www.afrh.gov","executive","Armed Forces Retirement Home","No","Yes","Yes","No","",""
"africanamericanhistorymonth.gov","http://africanamericanhistorymonth.gov","legislative","Library of Congress","No","No","","","",""
"afterschool.gov","http://www.afterschool.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"aging.gov","http://www.aging.gov","executive","Department of Health And Human Services","Yes","Yes","No","No","",""
"agingstats.gov","https://agingstats.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","",""
"ahcpr.gov","http://www.ahcpr.gov","executive","Department of Health And Human Services","Yes","Yes","No","No","",""
"ahrq.gov","http://www.ahrq.gov","executive","Department of Health And Human Services","No","No","","","",""
"aidrefugees.gov","http://www.aidrefugees.gov","executive","Executive Office of the President","Yes","Yes","Yes","Yes","",""
"aids.gov","https://www.aids.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","Yes",""
"airnow.gov","https://airnow.gov","executive","Environmental Protection Agency","No","Yes","Yes","Yes","Yes",""
"alaskacenters.gov","http://alaskacenters.gov","executive","Department of the Interior","No","No","","","",""
"alertaenlinea.gov","https://www.alertaenlinea.gov","executive","Federal Trade Commission","Yes","Yes","Yes","No","Ready",""
"altusandc.gov","http://www.altusandc.gov","executive","Department of Defense","No","No","","","",""
"alzheimers.gov","http://www.alzheimers.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"ama.gov","https://www.ama.gov","executive","Department of the Treasury","No","Yes","Yes","No","",""
"america.gov","https://www.america.gov","executive","Department of State","No","Yes","Yes","No","",""
"americanmemory.gov","http://www.americanmemory.gov","legislative","Library of Congress","Yes","No","","","",""
"americasheroesatwork.gov","http://www.americasheroesatwork.gov","executive","Department of Labor","Yes","No","","","",""
"americaslibrary.gov","http://www.americaslibrary.gov","legislative","Library of Congress","No","No","","","",""
"americasstory.gov","http://www.americasstory.gov","legislative","Library of Congress","Yes","No","","","",""
"americastory.gov","http://www.americastory.gov","legislative","Library of Congress","Yes","No","","","",""
"americathebeautifulquarters.gov","http://www.americathebeautifulquarters.gov","executive","Department of the Treasury","No","No","","","",""
"americore.gov","http://www.americore.gov","executive","Corporation for National & Community Service","Yes","No","","","",""
"americorp.gov","http://www.americorp.gov","executive","Corporation for National & Community Service","Yes","No","","","",""
"americorps.gov","http://www.americorps.gov","executive","Corporation for National & Community Service","Yes","Yes","No","Yes","",""
"americorpsconnect.gov","http://www.americorpsconnect.gov","executive","Corporation for National & Community Service","Yes","No","","","",""
"americorpsweek.gov","http://www.americorpsweek.gov","executive","Corporation for National & Community Service","Yes","No","","","",""
"ameslab.gov","https://www.ameslab.gov","executive","Department of Energy","No","Yes","Yes","No","",""
"amtrakoig.gov","https://amtrakoig.gov","executive","AMTRAK","No","Yes","Yes","No","",""
"anchorit.gov","http://www.anchorit.gov","executive","Consumer Product Safety Commission","No","No","","","",""
"anl.gov","http://www.anl.gov","executive","Department of Energy","No","Yes","No","No","",""
"annualcreditreport.gov","http://www.annualcreditreport.gov","executive","Federal Trade Commission","Yes","No","","","",""
"anstaskforce.gov","http://www.anstaskforce.gov","executive","Department of the Interior","No","No","","","",""
"aoa.gov","http://aoa.gov","executive","Department of Health And Human Services","No","No","","","",""
"aoc.gov","https://www.aoc.gov","executive","Architect of the Capitol","No","Yes","Yes","No","",""
"ap.gov","http://www.ap.gov","executive","Department of Commerce","Yes","No","","","",""
"app.gov","http://www.app.gov","executive","General Services Administration","Yes","No","","","",""
"applicationmanager.gov","https://www.applicationmanager.gov","executive","Office of Personnel Management","Yes","Yes","Yes","Yes","",""
"apps.gov","https://apps.gov","executive","General Services Administration","No","Yes","Yes","Yes","",""
"arc.gov","https://arc.gov","executive","Appalachian Regional Commission","No","Yes","Yes","No","",""
"archives.gov","https://www.archives.gov","executive","National Archives and Records Administration","No","Yes","Yes","No","",""
"arctic.gov","https://arctic.gov","executive","National Science Foundation","No","Yes","Yes","No","Yes",""
"arm.gov","http://www.arm.gov","executive","Department of Energy","No","Yes","No","No","",""
"ars-grin.gov","http://www.ars-grin.gov","executive","Department of Agriculture","No","No","","","",""
"arts.gov","https://www.arts.gov","executive","National Endowment for the Arts","No","Yes","Yes","No","",""
"asap.gov","https://www.asap.gov","executive","Department of the Treasury","No","Yes","Yes","Yes","",""
"asc.gov","https://www.asc.gov","executive","Appraisal Subcommittee","No","Yes","Yes","No","",""
"asianpacificheritage.gov","http://asianpacificheritage.gov","legislative","Library of Congress","No","No","","","",""
"askkaren.gov","http://www.askkaren.gov","executive","Department of Agriculture","Yes","Yes","No","No","",""
"astrongmiddleclass.gov","http://www.astrongmiddleclass.gov","executive","Executive Office of the President","Yes","Yes","No","No","",""
"atf.gov","https://www.atf.gov","executive","Department of Justice","No","Yes","Yes","No","",""
"atfonline.gov","http://atfonline.gov","executive","Department of Justice","No","Yes","No","No","",""
"atvsafety.gov","http://www.atvsafety.gov","executive","Consumer Product Safety Commission","Yes","No","","","",""
"aviationweather.gov","http://aviationweather.gov","executive","Department of Commerce","No","Yes","No","No","",""
"ayudaconmibanco.gov","http://www.ayudaconmibanco.gov","executive","Department of the Treasury","Yes","No","","","",""
"bankanswers.gov","http://www.bankanswers.gov","executive","Department of the Treasury","Yes","No","","","",""
"bankcustomer.gov","http://www.bankcustomer.gov","executive","Department of the Treasury","Yes","No","","","",""
"bankcustomerassistance.gov","http://www.bankcustomerassistance.gov","executive","Department of the Treasury","Yes","No","","","",""
"bankhelp.gov","http://www.bankhelp.gov","executive","Department of the Treasury","Yes","No","","","",""
"banknet.gov","https://www.banknet.gov","executive","Department of the Treasury","No","Yes","Yes","No","",""
"bankruptcy.gov","http://www.bankruptcy.gov","judicial","U.S Courts","Yes","No","","","",""
"bats.gov","https://www.bats.gov","executive","Department of Justice","No","Yes","Yes","No","",""
"bbg.gov","https://www.bbg.gov","executive","International Broadcasting Bureau","No","Yes","Yes","No","",""
"bcfp.gov","http://www.bcfp.gov","executive","Consumer Financial Protection Bureau","Yes","No","","","",""
"bea.gov","http://bea.gov","executive","Department of Commerce","No","Yes","No","No","",""
"befoodsafe.gov","http://www.befoodsafe.gov","executive","Department of Agriculture","Yes","Yes","No","No","",""
"benefits.gov","https://www.benefits.gov","executive","Department of Labor","No","Yes","Yes","No","",""
"bep.gov","http://bep.gov","executive","Department of the Treasury","No","No","","","",""
"bestbonesforever.gov","http://www.bestbonesforever.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"betobaccofree.gov","http://www.betobaccofree.gov","executive","Department of Health And Human Services","Yes","Yes","No","No","",""
"bfelob.gov","http://www.bfelob.gov","executive","Department of Education","Yes","Yes","No","Yes","Yes",""
"bfem.gov","http://bfem.gov","executive","Department of the Treasury","No","Yes","No","No","",""
"bia.gov","http://bia.gov","executive","Department of the Interior","No","No","","","",""
"bioeco.gov","http://www.bioeco.gov","executive","Department of the Interior","No","No","","","",""
"bioethics.gov","http://bioethics.gov","executive","Department of Health And Human Services","No","No","","","",""
"biomassboard.gov","http://biomassboard.gov","executive","Department of Energy","No","No","","","",""
"biometriccoe.gov","http://www.biometriccoe.gov","executive","Department of Justice","Yes","No","","","",""
"biometrics.gov","http://biometrics.gov","executive","Department of Homeland Security","No","No","","","",""
"biopreferred.gov","https://www.biopreferred.gov","executive","Department of Agriculture","No","Yes","Yes","No","",""
"bja.gov","https://www.bja.gov","executive","Department of Justice","No","Yes","Yes","No","",""
"bldrdoc.gov","http://www.bldrdoc.gov","executive","Department of Commerce","Yes","No","","","",""
"blm.gov","http://www.blm.gov","executive","Department of the Interior","No","No","","","",""
"blmntl.gov","http://blmntl.gov","executive","Department of the Interior","Yes","No","","","",""
"bls.gov","http://www.bls.gov","executive","Department of Labor","No","No","","","",""
"bnl.gov","https://www.bnl.gov","executive","Department of Energy","No","Yes","Yes","No","",""
"boem.gov","http://www.boem.gov","executive","Department of the Interior","No","No","","","",""
"boemre.gov","http://www.boemre.gov","executive","Department of the Interior","Yes","No","","","",""
"bondpro.gov","http://bondpro.gov","executive","Department of the Treasury","No","No","","","",""
"bop.gov","https://www.bop.gov","executive","Department of Justice","No","Yes","Yes","Yes","",""
"bosque.gov","http://bosque.gov","executive","Department of Agriculture","No","No","","","",""
"bpa.gov","https://www.bpa.gov","executive","Department of Energy","No","Yes","Yes","Yes","",""
"brac.gov","http://brac.gov","executive","Department of Defense","No","No","","","",""
"brainhealth.gov","http://www.brainhealth.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"brc.gov","http://www.brc.gov","executive","Department of Energy","No","No","","","",""
"broadband.gov","http://www.broadband.gov","executive","Federal Communications Commission","No","No","","","",""
"broadbandmap.gov","http://broadbandmap.gov","executive","Federal Communications Commission","No","Yes","No","No","",""
"bsee.gov","https://www.bsee.gov","executive","Department of the Interior","No","Yes","Yes","Yes","",""
"bts.gov","http://www.bts.gov","executive","Department of Transportation","Yes","Yes","No","No","",""
"budget.gov","http://www.budget.gov","executive","Executive Office of the President","Yes","Yes","No","No","",""
"buildingamerica.gov","http://www.buildingamerica.gov","executive","Department of Energy","Yes","No","","","",""
"business.gov","http://www.business.gov","executive","Small Business Administration","Yes","No","","","",""
"businessusa.gov","http://www.businessusa.gov","executive","General Services Administration","Yes","Yes","No","No","",""
"buyaccessible.gov","https://buyaccessible.gov","executive","General Services Administration","No","Yes","Yes","Yes","Ready",""
"buyusa.gov","http://buyusa.gov","executive","Department of Commerce","No","No","","","",""
"cancer.gov","https://www.cancer.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","",""
"cancernet.gov","http://www.cancernet.gov","executive","Department of Health And Human Services","Yes","Yes","Yes","Yes","",""
"cao.gov","http://cao.gov","executive","General Services Administration","No","Yes","No","Yes","Yes",""
"cap.gov","http://www.cap.gov","executive","Civil Air Patrol","Yes","No","","","",""
"capitol.gov","http://capitol.gov","executive","Architect of the Capitol","No","Yes","No","No","",""
"capnhq.gov","https://www.capnhq.gov","executive","Civil Air Patrol","No","Yes","Yes","No","",""
"casl.gov","http://www.casl.gov","executive","Department of Energy","No","No","","","",""
"cbca.gov","http://cbca.gov","executive","General Services Administration","No","No","","","",""
"cbo.gov","https://www.cbo.gov","legislative","The Legislative Branch (Congress)","No","Yes","Yes","No","",""
"cbonews.gov","http://www.cbonews.gov","legislative","The Legislative Branch (Congress)","No","No","","","",""
"cbp.gov","https://www.cbp.gov","executive","Department of Commerce","No","Yes","Yes","No","",""
"ccac.gov","https://www.ccac.gov","executive","Department of the Treasury","No","No","","","",""
"cdc.gov","http://www.cdc.gov","executive","Department of Health And Human Services","No","Yes","No","No","",""
"cdco.gov","http://www.cdco.gov","executive","Department of Veterans Affairs","Yes","No","","","",""
"cdfifund.gov","https://www.cdfifund.gov","executive","Department of the Treasury","No","Yes","Yes","No","",""
"cebaf.gov","http://www.cebaf.gov","executive","Department of Energy","Yes","No","","","",""
"cecc.gov","http://www.cecc.gov","legislative","The Legislative Branch (Congress)","No","Yes","No","No","",""
"cendi.gov","https://cendi.gov","executive","Department of Energy","No","Yes","Yes","No","",""
"census.gov","http://census.gov","executive","Department of Commerce","No","No","","","",""
"cep.gov","http://cep.gov","executive","Department of Commerce","No","No","","","",""
"cfa.gov","https://www.cfa.gov","executive","U.S. Commission of Fine Arts","No","Yes","Yes","Yes","Yes",""
"cfda.gov","https://cfda.gov","executive","General Services Administration","No","Yes","Yes","Yes","Ready",""
"cfo.gov","http://cfo.gov","executive","General Services Administration","No","Yes","No","Yes","Yes",""
"cfoc.gov","http://www.cfoc.gov","executive","General Services Administration","Yes","No","","","",""
"cfpa.gov","http://www.cfpa.gov","executive","Consumer Financial Protection Bureau","Yes","No","","","",""
"cfpb.gov","http://www.cfpb.gov","executive","Consumer Financial Protection Bureau","Yes","No","","","",""
"cftc.gov","http://www.cftc.gov","executive","Commodity Futures Trading Commission","No","No","","","",""
"challenge.gov","https://www.challenge.gov","executive","General Services Administration","No","Yes","Yes","No","",""
"challenges.gov","http://www.challenges.gov","executive","General Services Administration","Yes","No","","","",""
"change.gov","http://change.gov","executive","Executive Office of the President","No","No","","","",""
"changeofaddress.gov","http://www.changeofaddress.gov","executive","U. S. Postal Service","Yes","No","","","",""
"chcoc.gov","https://chcoc.gov","executive","Office of Personnel Management","No","Yes","Yes","Yes","",""
"chemsafety.gov","http://www.chemsafety.gov","executive","U.S. Chemical Safety and Hazard Investigation Board","Yes","No","","","",""
"childreninadversity.gov","https://www.childreninadversity.gov","executive","U.S. Agency for International Development","No","Yes","Yes","Yes","Yes",""
"childstats.gov","http://www.childstats.gov","executive","Department of Education","No","No","","","",""
"childwelfare.gov","https://childwelfare.gov","executive","Department of Health And Human Services","No","Yes","Yes","No","",""
"chinacommission.gov","http://chinacommission.gov","legislative","The Legislative Branch (Congress)","No","Yes","No","No","",""
"choosemyplate.gov","https://www.choosemyplate.gov","executive","Department of Agriculture","No","Yes","Yes","No","",""
"christophercolumbusfoundation.gov","https://www.christophercolumbusfoundation.gov","executive","Christopher Columbus Fellowship Foundation","No","Yes","Yes","Yes","",""
"cia.gov","https://www.cia.gov","executive","Central Intelligence Agency","No","Yes","Yes","No","",""
"cio.gov","http://cio.gov","executive","General Services Administration","No","Yes","No","Yes","Yes",""
"citizencorps.gov","https://www.citizencorps.gov","executive","Department of Homeland Security","Yes","Yes","Yes","No","",""
"citizenscience.gov","https://www.citizenscience.gov","executive","General Services Administration","No","Yes","Yes","Yes","Ready",""
"civilrightsusa.gov","http://civilrightsusa.gov","executive","Department of Commerce","No","No","","","",""
"cjis.gov","https://www.cjis.gov","executive","Department of Justice","No","Yes","Yes","No","",""
"climate.gov","https://www.climate.gov","executive","Department of Commerce","No","Yes","Yes","No","",""
"clinicaltrials.gov","https://clinicaltrials.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","Ready",""
"clintonlibrary.gov","https://www.clintonlibrary.gov","executive","National Archives and Records Administration","No","Yes","Yes","No","",""
"cloud.gov","https://cloud.gov","executive","General Services Administration","No","Yes","Yes","Yes","Yes",""
"cms.gov","https://www.cms.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","",""
"cmts.gov","http://www.cmts.gov","executive","Department of Defense","No","No","","","",""
"cncs.gov","http://www.cncs.gov","executive","Corporation for National & Community Service","Yes","No","","","",""
"cncsoig.gov","http://www.cncsoig.gov","executive","Corporation for National & Community Service","No","Yes","No","Yes","",""
"cns.gov","http://www.cns.gov","executive","Corporation for National & Community Service","Yes","No","","","",""
"cnss.gov","https://www.cnss.gov","executive","Department of Defense","No","Yes","Yes","No","",""
"coastalamerica.gov","http://coastalamerica.gov","executive","Department of Agriculture","No","Yes","No","No","",""
"code.gov","https://code.gov","executive","Executive Office of the President","No","Yes","Yes","Yes","",""
"collegedrinkingprevention.gov","http://collegedrinkingprevention.gov","executive","Department of Health And Human Services","No","No","","","",""
"collegenavigator.gov","http://www.collegenavigator.gov","executive","Department of Education","Yes","No","","","",""
"commerce.gov","https://www.commerce.gov","executive","Department of Commerce","No","Yes","Yes","Yes","",""
"complaintreferralexpress.gov","https://www.complaintreferralexpress.gov","executive","Department of the Treasury","No","Yes","Yes","No","",""
"compliance.gov","http://compliance.gov","legislative","Congressional Office of Compliance","No","No","","","",""
"comptrollerofthecurrency.gov","http://comptrollerofthecurrency.gov","executive","Department of the Treasury","No","Yes","No","No","",""
"computers4learning.gov","http://www.computers4learning.gov","executive","General Services Administration","Yes","No","","","",""
"computersforlearning.gov","http://computersforlearning.gov","executive","General Services Administration","No","Yes","No","No","",""
"congress.gov","https://congress.gov","legislative","Library of Congress","No","Yes","Yes","No","",""
"congressionaldirectory.gov","https://www.congressionaldirectory.gov","legislative","Government Printing Office","Yes","Yes","Yes","Yes","",""
"congressionalrecord.gov","https://www.congressionalrecord.gov","legislative","Government Printing Office","Yes","Yes","Yes","Yes","",""
"connect.gov","http://www.connect.gov","executive","General Services Administration","Yes","No","","","",""
"consumer.gov","https://www.consumer.gov","executive","Federal Trade Commission","No","Yes","Yes","Yes","Yes",""
"consumeraction.gov","http://www.consumeraction.gov","executive","General Services Administration","Yes","Yes","Yes","No","",""
"consumerbureau.gov","http://www.consumerbureau.gov","executive","Consumer Financial Protection Bureau","Yes","No","","","",""
"consumerfinance.gov","http://www.consumerfinance.gov","executive","Consumer Financial Protection Bureau","No","No","","","",""
"consumerfinancial.gov","http://www.consumerfinancial.gov","executive","Consumer Financial Protection Bureau","Yes","No","","","",""
"consumerfinancialbureau.gov","http://www.consumerfinancialbureau.gov","executive","Consumer Financial Protection Bureau","Yes","No","","","",""
"consumerfinancialprotectionbureau.gov","http://www.consumerfinancialprotectionbureau.gov","executive","Consumer Financial Protection Bureau","Yes","No","","","",""
"consumerprotection.gov","http://www.consumerprotection.gov","executive","Consumer Financial Protection Bureau","Yes","No","","","",""
"consumerprotectionbureau.gov","http://www.consumerprotectionbureau.gov","executive","Consumer Financial Protection Bureau","Yes","No","","","",""
"consumidor.gov","https://www.consumidor.gov","executive","Federal Trade Commission","No","Yes","Yes","Yes","Ready",""
"continentalshelf.gov","https://www.continentalshelf.gov","executive","Department of State","No","Yes","Yes","No","",""
"contractdirectory.gov","https://www.contractdirectory.gov","executive","General Services Administration","No","Yes","Yes","No","",""
"copyright.gov","http://copyright.gov","legislative","Library of Congress","No","Yes","No","No","",""
"coralreef.gov","http://www.coralreef.gov","executive","Department of the Interior","No","No","","","",""
"cpars.gov","https://www.cpars.gov","executive","General Services Administration","No","Yes","Yes","No","",""
"cpnireporting.gov","https://www.cpnireporting.gov","executive","Department of Homeland Security","No","Yes","Yes","No","",""
"cpsc.gov","https://cpsc.gov","executive","Consumer Product Safety Commission","No","Yes","Yes","Yes","",""
"crimesolutions.gov","https://crimesolutions.gov","executive","Department of Justice","No","Yes","Yes","No","",""
"crt2014-2024review.gov","https://crt2014-2024review.gov","executive","Department of Energy","No","Yes","Yes","Yes","Ready",""
"csb.gov","http://www.csb.gov","executive","U.S. Chemical Safety and Hazard Investigation Board","No","No","","","",""
"csce.gov","https://www.csce.gov","legislative","The Legislative Branch (Congress)","No","Yes","Yes","No","",""
"csosa.fed.us","http://www.csosa.fed.us","executive","Court Services and Offender Supervision","No","No","","","",""
"csosa.gov","http://www.csosa.gov","executive","Court Services and Offender Supervision","No","No","","","",""
"ctoc.gov","http://www.ctoc.gov","executive","Department of Defense","Yes","No","","","",""
"cttso.gov","http://cttso.gov","executive","Department of Defense","No","No","","","",""
"cuidadodesalud.gov","https://www.cuidadodesalud.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","",""
"cupcao.gov","http://www.cupcao.gov","executive","Department of the Interior","No","No","","","",""
"cwc.gov","http://cwc.gov","executive","Department of State","No","No","","","",""
"cybercrime.gov","http://www.cybercrime.gov","executive","Department of Justice","Yes","Yes","Yes","Yes","Ready",""
"data.gov","https://www.data.gov","executive","General Services Administration","No","Yes","Yes","Yes","",""
"dc3on.gov","http://dc3on.gov","executive","Department of Defense","Yes","No","","","",""
"dcsc.gov","http://www.dcsc.gov","judicial","U.S Courts","Yes","No","","","",""
"dea.gov","https://www.dea.gov","executive","Department of Justice","No","Yes","Yes","Yes","",""
"deadiversion.gov","http://deadiversion.gov","executive","Department of Justice","No","No","","","",""
"deaecom.gov","https://www.deaecom.gov","executive","Department of Justice","No","Yes","Yes","Yes","",""
"defense.gov","http://www.defense.gov","executive","Department of Defense","No","No","","","",""
"democraticleader.gov","http://www.democraticleader.gov","legislative","The Legislative Branch (Congress)","No","Yes","No","No","",""
"democraticwhip.gov","http://www.democraticwhip.gov","legislative","The Legislative Branch (Congress)","No","Yes","No","No","",""
"dems.gov","http://www.dems.gov","legislative","The Legislative Branch (Congress)","No","Yes","No","No","",""
"denali.gov","http://denali.gov","executive","Denali Commission","No","Yes","No","No","",""
"dfafacts.gov","http://dfafacts.gov","executive","U.S. Agency for International Development","No","No","","","",""
"dhhs.gov","http://www.dhhs.gov","executive","Department of Health And Human Services","Yes","Yes","Yes","No","",""
"dhs.gov","https://www.dhs.gov","executive","Department of Homeland Security","No","Yes","Yes","No","",""
"dietaryguidelines.gov","http://www.dietaryguidelines.gov","executive","Department of Agriculture","Yes","No","","","",""
"digitalgov.gov","https://www.digitalgov.gov","executive","General Services Administration","No","Yes","Yes","Yes","",""
"digitalliteracy.gov","http://www.digitalliteracy.gov","executive","Department of Commerce","No","No","","","",""
"digitalpreservation.gov","http://digitalpreservation.gov","legislative","Library of Congress","No","No","","","",""
"digitizationguidelines.gov","http://digitizationguidelines.gov","legislative","Library of Congress","No","No","","","",""
"directoasucuenta.gov","https://www.directoasucuenta.gov","executive","Department of the Treasury","No","Yes","Yes","No","",""
"disability.gov","https://www.disability.gov","executive","Department of Labor","No","Yes","Yes","No","",""
"disasterassistance.gov","https://www.disasterassistance.gov","executive","Department of Homeland Security","No","Yes","Yes","No","",""
"disasterhousing.gov","http://disasterhousing.gov","executive","Department of Housing And Urban Development","No","No","","","",""
"distracteddriving.gov","http://www.distracteddriving.gov","executive","Department of Transportation","No","No","","","",""
"distraction.gov","http://www.distraction.gov","executive","Department of Transportation","No","Yes","No","No","",""
"dnfsb.gov","http://www.dnfsb.gov","executive","Defense Nuclear Facilities Safety Board","No","No","","","",""
"dni.gov","https://www.dni.gov","executive","Director of National Intelligence","No","Yes","Yes","No","",""
"dnsops.gov","https://dnsops.gov","executive","Department of Commerce","No","Yes","Yes","No","",""
"doc.gov","http://www.doc.gov","executive","Department of Commerce","Yes","No","","","",""
"docline.gov","https://www.docline.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","",""
"dod.gov","http://www.dod.gov","executive","Department of Defense","No","No","","","",""
"doe.gov","http://www.doe.gov","executive","Department of Energy","Yes","No","","","",""
"doi.gov","https://www.doi.gov","executive","Department of the Interior","No","Yes","Yes","Yes","",""
"doioig.gov","https://www.doioig.gov","executive","Department of the Interior","No","Yes","Yes","Yes","",""
"dol.gov","https://www.dol.gov","executive","Department of Labor","No","Yes","Yes","No","",""
"doleta.gov","https://doleta.gov","executive","Department of Labor","No","Yes","Yes","Yes","Yes",""
"donaciondeorganos.gov","http://www.donaciondeorganos.gov","executive","Department of Health And Human Services","No","No","","","",""
"donotcall.gov","https://donotcall.gov","executive","Federal Trade Commission","No","Yes","Yes","Yes","Yes",""
"dontserveteens.gov","http://www.dontserveteens.gov","executive","Federal Trade Commission","Yes","No","","","",""
"dot.gov","https://www.dot.gov","executive","Department of Transportation","Yes","Yes","Yes","No","",""
"dotgov.gov","https://www.dotgov.gov","executive","General Services Administration","No","Yes","Yes","No","",""
"dotideahub.gov","https://www.dotideahub.gov","executive","Department of Transportation","Yes","Yes","Yes","No","",""
"dottrafficrecords.gov","http://www.dottrafficrecords.gov","executive","Department of Transportation","Yes","No","","","",""
"dra.gov","http://dra.gov","executive","Delta Regional Authority","No","No","","","",""
"drought.gov","https://www.drought.gov","executive","Department of Commerce","No","Yes","Yes","No","",""
"drugabuse.gov","https://www.drugabuse.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","",""
"drywallresponse.gov","http://www.drywallresponse.gov","executive","Consumer Product Safety Commission","Yes","No","","","",""
"dsac.gov","https://www.dsac.gov","executive","Department of Justice","No","Yes","Yes","Yes","",""
"dtv.gov","http://www.dtv.gov","executive","Federal Communications Commission","Yes","No","","","",""
"eac.gov","https://www.eac.gov","executive","General Services Administration","No","Yes","Yes","No","",""
"eaglecash.gov","http://www.eaglecash.gov","executive","Department of the Treasury","Yes","No","","","",""
"earmarks.gov","http://www.earmarks.gov","executive","Executive Office of the President","Yes","Yes","No","Yes","Yes",""
"earthquake.gov","http://www.earthquake.gov","executive","Department of the Interior","Yes","No","","","",""
"ecfr.gov","http://www.ecfr.gov","legislative","Government Printing Office","No","No","","","",""
"economicinclusion.gov","https://economicinclusion.gov","executive","Federal Deposit Insurance Corporation","No","Yes","Yes","Yes","",""
"econsumer.gov","https://econsumer.gov","executive","Federal Trade Commission","No","Yes","Yes","Yes","Yes",""
"ecopartnerships.gov","http://ecopartnerships.gov","executive","Department of State","No","No","","","",""
"ecpic.gov","https://www.ecpic.gov","executive","General Services Administration","No","Yes","Yes","Yes","",""
"ecr.gov","http://www.ecr.gov","executive","Morris K. Udall Foundation","Yes","Yes","No","No","",""
"ed.gov","http://ed.gov","executive","Department of Education","No","No","","","",""
"eda.gov","https://eda.gov","executive","Department of Commerce","No","Yes","Yes","No","",""
"edison.gov","http://www.edison.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"edpubs.gov","https://edpubs.gov","executive","Department of Education","No","Yes","Yes","Yes","Yes",""
"education.gov","http://education.gov","executive","Department of Education","No","No","","","",""
"eeoc.gov","https://www.eeoc.gov","executive","Equal Employment Opportunity Commission","No","Yes","Yes","No","",""
"eftps.gov","https://www.eftps.gov","executive","Department of the Treasury","No","Yes","Yes","No","",""
"egov.gov","http://www.egov.gov","executive","Executive Office of the President","Yes","Yes","No","No","",""
"eia.gov","http://www.eia.gov","executive","Department of Energy","No","Yes","No","No","",""
"eisenhowermemorial.gov","http://eisenhowermemorial.gov","executive","General Services Administration","No","No","","","",""
"eldercare.gov","http://www.eldercare.gov","executive","Department of Health And Human Services","No","No","","","",""
"elderjustice.gov","http://www.elderjustice.gov","executive","Department of Justice","Yes","Yes","Yes","Yes","Ready",""
"emergency-federal-register.gov","http://www.emergency-federal-register.gov","executive","National Archives and Records Administration","Yes","No","","","",""
"employeeexpress.gov","https://www.employeeexpress.gov","executive","Office of Personnel Management","No","Yes","Yes","Yes","",""
"empowhr.gov","https://empowhr.gov","executive","Department of Agriculture","No","Yes","Yes","No","",""
"ems.gov","http://www.ems.gov","executive","Department of Transportation","No","Yes","No","No","",""
